lat,lon,date
50.0523377,19.9462202,05/31/2014 21:10
50.0521869,19.9384723,05/31/2014 22:40
50.0634558,19.9335342,05/31/2014 22:55
50.0626014,19.9350544,05/31/2014 23:24
50.0626415,19.9349326,05/31/2014 23:39
50.0625873,19.9351931,06/01/2014 00:09
50.0626457,19.9351438,06/01/2014 00:40
50.0625931,19.9351967,06/01/2014 02:25
50.0626022,19.9352347,06/01/2014 03:25
50.0625795,19.9352284,06/01/2014 03:40
50.0625798,19.9350876,06/01/2014 05:10
50.0626113,19.9350737,06/01/2014 05:25
50.0625873,19.9352278,06/01/2014 05:40
50.0633651,19.9335892,06/01/2014 06:10
50.0624976,19.9353213,06/01/2014 06:24
50.0625866,19.9350964,06/01/2014 07:09
50.0591644,19.9433121,06/01/2014 07:25
49.9931846,20.0434783,06/01/2014 07:40
49.9848481,20.0524206,06/01/2014 10:25
49.9931983,20.0419465,06/01/2014 11:10
50.0469364,19.9548284,06/01/2014 11:25
50.0586907,19.9449645,06/01/2014 11:39
50.061426,19.9467827,06/01/2014 11:54
50.061966,19.9430459,06/01/2014 12:09
50.0627743,19.9346816,06/01/2014 12:24
50.06251788,19.93862688,06/01/2014 12:41
50.062037,19.9380243,06/01/2014 12:54
50.0625578,19.9352175,06/01/2014 14:10
50.0625781,19.9351276,06/01/2014 14:24
50.062596,19.9350679,06/01/2014 14:39
50.0625672,19.9351645,06/01/2014 15:24
50.0625823,19.9351096,06/01/2014 15:55
50.0626005,19.9350316,06/01/2014 16:24
50.0625811,19.9351326,06/01/2014 16:40
50.0624665,19.9350721,06/01/2014 16:54
50.0630178,19.9340556,06/01/2014 17:10
50.0620969,19.9369921,06/01/2014 17:25
50.0645538,19.9406145,06/01/2014 17:54
50.0619005,19.9376933,06/01/2014 18:10
50.063046,19.9340562,06/01/2014 18:25
50.0630303,19.9340581,06/01/2014 18:40
50.0641133,19.9351826,06/01/2014 19:10
50.0625609,19.935157,06/01/2014 19:54
50.0632522,19.9336525,06/01/2014 20:39
50.0625801,19.9351321,06/01/2014 20:54
50.0625937,19.9351009,06/01/2014 21:10
50.0625735,19.9351027,06/01/2014 21:25
50.0626095,19.9350853,06/02/2014 00:09
50.0625471,19.9351782,06/02/2014 00:24
50.0625758,19.9352586,06/02/2014 03:40
50.0625614,19.9351123,06/02/2014 03:55
50.0620292,19.9372839,06/02/2014 04:25
50.0688635,19.9493028,06/02/2014 04:40
50.0891504,19.9089234,06/02/2014 05:10
50.0718414,19.8014484,06/02/2014 05:25
50.0775064,19.8091708,06/02/2014 05:40
50.1459569,19.4649668,06/02/2014 05:54
50.1543968,19.2441361,06/02/2014 06:10
50.2547209,18.8870225,06/02/2014 06:25
50.2736325,18.7294285,06/02/2014 06:39
50.2736325,18.7294285,06/02/2014 06:55
50.4622715,19.0815141,06/02/2014 07:10
50.3736895,18.8892047,06/02/2014 07:25
49.9005024,18.3465247,06/02/2014 08:10
49.8213494,18.2090604,06/02/2014 08:24
49.6636426,17.9267558,06/02/2014 09:09
49.559495,17.7181638,06/02/2014 09:25
49.450555,17.4190687,06/02/2014 09:40
49.9668788,16.4022121,06/02/2014 10:55
50.0418467,15.3950116,06/02/2014 11:40
50.1212466,14.99529,06/02/2014 11:55
50.0877291,14.6606001,06/02/2014 12:10
50.0834508,14.434048,06/02/2014 12:39
50.0753431,14.4314492,06/02/2014 12:54
50.0748335,14.444941,06/02/2014 13:10
50.0767245,14.4541146,06/02/2014 13:25
50.082104,14.4489598,06/02/2014 13:40
50.0821686,14.4490064,06/02/2014 13:55
50.0770296,14.4449532,06/02/2014 15:10
50.0929545,14.3923636,06/02/2014 15:39
50.0867216,14.3883489,06/02/2014 15:55
50.0835411,14.3951477,06/02/2014 18:24
50.0755166,14.424425,06/02/2014 19:39
50.0747253,14.4438536,06/02/2014 19:55
50.0748193,14.4449162,06/02/2014 21:03
50.0747471,14.4448807,06/02/2014 21:17
50.0747885,14.4449283,06/02/2014 22:17
50.074818,14.4449218,06/03/2014 04:17
50.0748166,14.4449259,06/03/2014 04:32
50.0748114,14.4449142,06/03/2014 08:47
50.0748023,14.4449007,06/03/2014 10:02
50.0745157,14.44304,06/03/2014 11:17
50.0746254,14.4446554,06/03/2014 11:47
50.074801,14.4448882,06/03/2014 12:02
50.0748243,14.444872,06/03/2014 13:02
50.0748369,14.4449114,06/03/2014 13:13
50.074773,14.4440281,06/03/2014 13:27
50.0803944,14.4429016,06/03/2014 13:42
50.0803509,14.44308,06/03/2014 13:57
50.0803951,14.4429035,06/03/2014 14:27
50.0803224,14.443103,06/03/2014 14:57
50.0803374,14.4431043,06/03/2014 15:27
50.0802476,14.4434606,06/03/2014 15:57
50.0804328,14.4428781,06/03/2014 16:12
50.080439,14.4428791,06/03/2014 16:27
50.080377,14.4429536,06/03/2014 16:57
50.080395,14.4429021,06/03/2014 17:12
50.0803926,14.4428732,06/03/2014 17:42
50.0804316,14.4428794,06/03/2014 18:12
50.0803467,14.4430121,06/03/2014 18:42
50.0804398,14.4428786,06/03/2014 19:12
50.0804144,14.4429347,06/03/2014 19:42
50.0802394,14.4444573,06/03/2014 20:12
50.077279,14.4461238,06/03/2014 20:27
50.0770266,14.4427029,06/03/2014 21:57
50.0748296,14.4448816,06/03/2014 22:27
50.0748137,14.4448947,06/04/2014 09:27
50.0743392,14.4437995,06/04/2014 09:42
50.0743728,14.4432601,06/04/2014 09:57
50.0748505,14.4450099,06/04/2014 10:12
50.0753372,14.4333542,06/04/2014 10:42
50.1015078,14.4977957,06/04/2014 10:57
50.0768288,14.7100146,06/04/2014 11:12
50.1088254,14.9214424,06/04/2014 11:27
50.0257615,15.2141985,06/04/2014 11:42
49.9617593,15.298554,06/04/2014 11:57
49.9675512,15.2771381,06/04/2014 12:12
49.9620496,15.2882151,06/04/2014 12:42
49.9597606,15.2904163,06/04/2014 12:56
49.9598149,15.2888485,06/04/2014 13:12
49.9482673,15.264785,06/04/2014 13:57
49.9487304,15.2619396,06/04/2014 14:57
49.9373516,15.2659212,06/04/2014 15:42
49.9487304,15.2619396,06/04/2014 15:57
49.9495698,15.2616676,06/04/2014 16:12
49.9495804,15.268461,06/04/2014 17:27
49.9488707,15.2801565,06/04/2014 18:27
49.9705236,15.3103109,06/04/2014 18:41
50.0280826,15.2108136,06/04/2014 19:12
50.0250402,15.2089936,06/04/2014 19:26
50.0713611,14.8375136,06/04/2014 19:42
50.085036,14.5703343,06/04/2014 19:56
50.0849244,14.4370112,06/04/2014 20:12
50.0823119,14.4483479,06/04/2014 20:26
50.0812002,14.4511362,06/04/2014 20:42
50.0817268,14.4520952,06/04/2014 20:57
50.0754659,14.4506584,06/04/2014 21:27
50.0748771,14.4449906,06/04/2014 21:41
50.0748328,14.4449038,06/05/2014 08:41
50.0748441,14.4449497,06/05/2014 08:55
50.0747991,14.4449386,06/05/2014 09:55
50.0748568,14.4449527,06/05/2014 10:08
50.0749316,14.4450004,06/05/2014 10:22
50.0774726,14.4395288,06/05/2014 10:37
50.0804067,14.4288721,06/05/2014 10:52
50.0871494,14.4210324,06/05/2014 11:21
50.0908449,14.4254652,06/05/2014 12:06
50.0903387,14.4165733,06/05/2014 14:21
50.094667,14.4086255,06/05/2014 14:37
50.0892905,14.4071386,06/05/2014 14:51
50.0870367,14.4073903,06/05/2014 15:21
50.0871087,14.4151366,06/05/2014 15:37
50.0748692,14.4450231,06/05/2014 16:08
50.0744816,14.4383738,06/05/2014 17:07
50.0644528,14.4421784,06/05/2014 17:23
50.064484,14.4421166,06/05/2014 18:07
50.0644839,14.4421629,06/05/2014 18:22
50.0645209,14.4421915,06/05/2014 18:38
50.0639021,14.4419381,06/05/2014 19:08
50.067519,14.4396416,06/05/2014 19:52
50.0664128,14.4412063,06/05/2014 20:08
50.0642105,14.4415854,06/05/2014 20:21
50.0642115,14.4415858,06/05/2014 20:36
50.0642102,14.4415854,06/05/2014 20:52
50.0770238,14.443409,06/05/2014 21:53
50.0826897,14.4474506,06/05/2014 22:06
50.0808333,14.4507104,06/05/2014 23:22
50.0770732,14.4487279,06/05/2014 23:36
50.0747427,14.4448508,06/05/2014 23:51
50.0749134,14.4449915,06/06/2014 01:07
50.0748236,14.4449247,06/06/2014 08:51
50.0748338,14.4449262,06/06/2014 09:08
50.0809836,14.4075013,06/06/2014 10:52
50.0861426,14.4041336,06/06/2014 11:07
50.0783772,14.4040638,06/06/2014 12:06
50.0712999,14.4043736,06/06/2014 12:22
50.0524104,14.2921832,06/06/2014 13:07
49.9711561,14.1036316,06/06/2014 13:22
49.7863143,13.7184234,06/06/2014 13:36
49.6986203,13.4232197,06/06/2014 13:51
49.71359644,13.14887376,06/06/2014 14:07
49.7081671,13.045332,06/06/2014 14:21
49.66003641,12.55782719,06/06/2014 14:25
49.3986061,11.8477583,06/06/2014 14:52
49.4080691,11.2899446,06/06/2014 15:06
49.3099178,10.9893089,06/06/2014 15:21
49.2602204,10.5479229,06/06/2014 15:37
49.16301872,9.37027094,06/06/2014 16:30
49.157873,9.3457177,06/06/2014 16:37
48.8263821,9.1708848,06/06/2014 17:06
48.7836398,9.1805917,06/06/2014 17:21
48.7858451,9.1879941,06/06/2014 17:51
48.6936721,9.4128045,06/06/2014 18:21
48.5563514,9.2734723,06/06/2014 18:37
48.528449,9.1404883,06/06/2014 18:51
48.5182699,9.0580234,06/06/2014 19:06
48.5228607,9.0549229,06/06/2014 19:52
48.5228169,9.0549868,06/06/2014 20:37
48.5228144,9.0549957,06/06/2014 20:51
48.5228061,9.0549144,06/06/2014 21:07
48.5227862,9.0551127,06/06/2014 21:36
48.5227451,9.0549531,06/06/2014 22:21
48.5227749,9.054864,06/06/2014 22:37
48.5227263,9.0550239,06/06/2014 23:37
48.5228211,9.0549615,06/07/2014 00:36
48.5227947,9.0548568,06/07/2014 01:37
48.5228094,9.0548688,06/07/2014 02:22
48.5228121,9.0548662,06/07/2014 03:21
48.5227953,9.0548425,06/07/2014 04:22
48.5227946,9.0548533,06/07/2014 05:22
48.5228565,9.0548493,06/07/2014 06:22
48.5228155,9.054863,06/07/2014 07:21
48.5228494,9.0549143,06/07/2014 08:06
48.5227956,9.0548521,06/07/2014 09:06
48.5228022,9.0548682,06/07/2014 10:06
48.5228203,9.0550253,06/07/2014 10:35
48.5228587,9.0550944,06/07/2014 10:49
48.5203773,9.0558252,06/07/2014 11:49
48.5220967,9.0570606,06/07/2014 12:19
48.5236203,9.054754,06/07/2014 12:34
48.5228305,9.0549427,06/07/2014 12:49
48.52284,9.0549641,06/07/2014 13:04
48.5228046,9.0548718,06/07/2014 13:49
48.5228095,9.054869,06/07/2014 14:34
48.5227947,9.0548606,06/07/2014 15:34
48.5227297,9.0551674,06/07/2014 15:49
48.5228481,9.0549328,06/07/2014 16:34
48.5228828,9.0549506,06/07/2014 17:19
48.5228336,9.0550162,06/07/2014 17:34
48.5228405,9.0549887,06/07/2014 18:34
48.5228012,9.0550126,06/07/2014 19:34
48.5228354,9.0549996,06/07/2014 20:19
48.5229001,9.0550918,06/07/2014 21:20
48.5228153,9.0548848,06/07/2014 21:50
48.5228108,9.0549703,06/07/2014 22:20
48.5227999,9.0549754,06/07/2014 23:19
48.5228146,9.054844,06/08/2014 00:04
48.522815,9.0548372,06/08/2014 01:04
48.5228105,9.0548582,06/08/2014 02:04
48.5228045,9.0548104,06/08/2014 03:04
48.5228141,9.0548628,06/08/2014 04:49
48.5228044,9.0548106,06/08/2014 05:50
48.5228185,9.0548515,06/08/2014 06:49
48.522802,9.0548713,06/08/2014 07:49
48.5228057,9.0548671,06/08/2014 08:50
48.5228089,9.0548548,06/08/2014 09:50
48.5228091,9.0548632,06/08/2014 10:50
48.5228145,9.054862,06/08/2014 11:34
48.5224294,9.0558075,06/08/2014 12:34
48.5191539,9.0575693,06/08/2014 12:49
48.5166995,9.0466144,06/08/2014 13:04
48.5120707,9.0412058,06/08/2014 13:19
48.5108843,9.0418404,06/08/2014 13:34
48.5093534,9.0359388,06/08/2014 14:05
48.5152416,9.0430398,06/08/2014 14:19
48.5205663,9.0495965,06/08/2014 14:34
48.5215595,9.0578074,06/08/2014 14:49
48.5219428,9.0587136,06/08/2014 15:19
48.5222479,9.0505798,06/08/2014 15:52
48.523922,9.0469881,06/08/2014 16:04
48.5251118,9.0511138,06/08/2014 17:19
48.5235745,9.0546606,06/08/2014 17:34
48.5228271,9.0548593,06/08/2014 17:49
48.5228923,9.0548834,06/08/2014 18:51
48.522917,9.0550532,06/08/2014 19:34
48.5228082,9.0548,06/08/2014 20:34
48.5228798,9.0551196,06/08/2014 21:34
48.5228623,9.0550666,06/08/2014 22:34
48.5228503,9.0549874,06/08/2014 23:34
48.522846,9.0548878,06/09/2014 00:34
48.5228334,9.0548939,06/09/2014 01:34
48.5228309,9.0548892,06/09/2014 02:34
48.5228325,9.0548884,06/09/2014 03:19
48.5228426,9.0548879,06/09/2014 04:19
48.5228451,9.0548831,06/09/2014 05:19
48.5228437,9.0548582,06/09/2014 06:19
48.5228018,9.0548121,06/09/2014 07:19
48.522848,9.0548761,06/09/2014 08:19
48.5228739,9.0549088,06/09/2014 08:44
48.5228988,9.054884,06/09/2014 08:58
48.5228777,9.0548668,06/09/2014 09:42
48.5228468,9.0548813,06/09/2014 09:59
48.5228808,9.0549445,06/09/2014 10:59
48.5228747,9.0549562,06/09/2014 11:58
48.5219023,9.0551219,06/09/2014 12:12
48.5186292,9.051883,06/09/2014 12:27
48.5194611,9.0501614,06/09/2014 12:58
48.5221805,9.0548789,06/09/2014 13:44
48.522878,9.0549234,06/09/2014 13:58
48.5285424,9.0637682,06/09/2014 14:58
48.5611809,9.0596721,06/09/2014 15:12
48.56106756,9.05980557,06/09/2014 15:33
48.5744624,9.0664553,06/09/2014 15:57
48.5264356,9.0893672,06/09/2014 16:13
48.5116159,9.0743852,06/09/2014 16:28
48.5095063,9.0773955,06/09/2014 16:43
48.5153897,9.0605276,06/09/2014 16:58
48.5228484,9.0549141,06/09/2014 17:13
48.522864,9.055037,06/09/2014 17:27
48.52284,9.0550928,06/09/2014 17:42
48.5228574,9.0550444,06/09/2014 18:13
48.5228218,9.054912,06/09/2014 18:43
48.519613,9.0579454,06/09/2014 18:57
48.5191796,9.0587607,06/09/2014 20:13
48.5184719,9.0587324,06/09/2014 20:43
48.5203363,9.0558655,06/09/2014 20:58
48.5229367,9.0552437,06/09/2014 21:44
48.5239272,9.0567124,06/09/2014 21:57
48.5228782,9.0548703,06/09/2014 22:43
48.5228477,9.0548946,06/09/2014 23:49
48.5228083,9.0548569,06/10/2014 00:03
48.5228718,9.0548597,06/10/2014 00:18
48.5228127,9.0548515,06/10/2014 00:48
48.5228125,9.0548514,06/10/2014 01:03
48.5228476,9.0548813,06/10/2014 01:48
48.5228447,9.0548784,06/10/2014 02:48
48.5228958,9.0548728,06/10/2014 03:48
48.5228365,9.0548506,06/10/2014 04:48
48.5228273,9.0548789,06/10/2014 05:33
48.5228195,9.054848,06/10/2014 06:33
48.5228417,9.0549006,06/10/2014 07:33
48.5228313,9.054892,06/10/2014 08:33
48.5228543,9.0548837,06/10/2014 09:33
48.5228336,9.0548637,06/10/2014 10:33
48.5138995,9.0654466,06/10/2014 11:03
48.4726587,8.9351167,06/10/2014 11:18
48.4422417,8.6921915,06/10/2014 11:48
48.4800011,8.7286457,06/10/2014 12:03
48.4543662,8.5463394,06/10/2014 12:33
48.4458391,8.4314088,06/10/2014 12:48
48.3431884,8.3979525,06/10/2014 13:03
48.2906436,8.2701902,06/10/2014 13:18
48.2829401,8.1996304,06/10/2014 13:33
48.3890293,8.0213421,06/10/2014 13:48
48.4752249,7.9468866,06/10/2014 14:03
48.3808755,7.8632248,06/10/2014 14:18
48.2334509,7.7536459,06/10/2014 14:33
47.9957162,7.8444118,06/10/2014 15:03
47.9935432,7.8527164,06/10/2014 15:18
47.9935439,7.8527385,06/10/2014 15:48
47.9885517,7.8644098,06/10/2014 16:03
47.9883671,7.8804731,06/10/2014 16:18
47.9883905,7.8805439,06/10/2014 16:33
47.9884375,7.8806024,06/10/2014 16:48
47.988432,7.8806266,06/10/2014 18:15
47.9884315,7.8805169,06/10/2014 18:29
47.9884292,7.8805616,06/10/2014 18:44
47.988427,7.8806556,06/10/2014 18:59
47.9920425,7.8544397,06/10/2014 19:29
47.9948691,7.8507003,06/10/2014 19:44
47.9945573,7.8481906,06/10/2014 20:44
47.9925553,7.854316,06/10/2014 21:00
47.9906151,7.8546336,06/10/2014 22:29
47.9883729,7.8806044,06/10/2014 22:44
47.9883335,7.8806044,06/10/2014 22:59
47.9856227,7.8902617,06/11/2014 08:29
47.9880476,7.8806876,06/11/2014 08:43
47.9883855,7.8805837,06/11/2014 08:59
47.9910929,7.8770788,06/11/2014 10:30
47.9905803,7.8691108,06/11/2014 10:44
47.991373,7.8575599,06/11/2014 11:00
47.993567,7.8538216,06/11/2014 11:14
47.9955254,7.8517852,06/11/2014 11:28
47.9955862,7.8520232,06/11/2014 12:13
47.9973129,7.8465994,06/11/2014 12:58
47.9931314,7.8481262,06/11/2014 13:14
47.9909605,7.8477566,06/11/2014 14:14
47.992095,7.8557958,06/11/2014 14:28
47.989375,7.8588021,06/11/2014 15:14
47.9883655,7.8806175,06/11/2014 15:29
47.9884841,7.8806016,06/11/2014 17:29
47.988421,7.8805784,06/11/2014 17:44
47.9870949,7.8797315,06/11/2014 18:14
47.993643,7.853873,06/11/2014 18:29
47.9973748,7.8495198,06/11/2014 18:44
47.9974077,7.8426919,06/11/2014 19:29
47.9992777,7.8392143,06/11/2014 19:44
47.9989639,7.8398483,06/11/2014 20:43
47.9990434,7.839931,06/11/2014 21:00
47.9990444,7.8400629,06/11/2014 21:14
47.9991186,7.8400402,06/11/2014 21:29
47.9958287,7.8433368,06/11/2014 21:44
47.9930027,7.854081,06/11/2014 21:59
47.9884198,7.8805538,06/11/2014 22:22
47.9884413,7.8805829,06/11/2014 22:36
47.9884483,7.8805226,06/11/2014 23:36
47.9884533,7.8806177,06/12/2014 06:21
47.9884458,7.8805665,06/12/2014 07:21
47.9871537,7.8775988,06/12/2014 08:51
47.9982725,7.852919,06/12/2014 09:06
47.9760664,7.9194239,06/12/2014 09:31
47.9055478,8.223163,06/12/2014 09:59
48.0574273,8.5593472,06/12/2014 10:59
48.2359384,8.6481763,06/12/2014 11:14
48.417789,8.7342731,06/12/2014 11:29
48.5142327,9.0625619,06/12/2014 11:59
48.5403852,9.1485186,06/12/2014 12:14
48.686405,9.1875348,06/12/2014 12:29
48.6935859,9.1875915,06/12/2014 12:44
48.6896113,9.1936349,06/12/2014 13:00
48.6912899,9.1917704,06/12/2014 13:29
48.6894299,9.1932052,06/12/2014 14:14
41.3067518,2.0976238,06/12/2014 17:19
41.3120858,2.0779213,06/12/2014 17:35
41.3043329,2.0727284,06/12/2014 17:49
41.3545991,2.1222349,06/12/2014 18:04
41.36595544,2.13664755,06/12/2014 18:11
41.3860186,2.1700736,06/12/2014 18:34
41.3903832,2.1625836,06/12/2014 18:50
41.3964182,2.1252823,06/12/2014 19:05
41.396423,2.1253002,06/12/2014 20:19
41.3964263,2.1253525,06/12/2014 20:49
41.396434,2.1253708,06/12/2014 21:39
41.3964505,2.1253656,06/12/2014 21:51
41.3964336,2.125365,06/12/2014 22:20
41.3959947,2.1260207,06/12/2014 22:35
41.3755332,2.1488462,06/12/2014 22:49
41.3770441,2.1516166,06/12/2014 23:04
41.3770543,2.1511719,06/13/2014 09:05
41.3771264,2.1511307,06/13/2014 09:21
41.3770554,2.1511817,06/13/2014 10:04
41.376219,2.1511445,06/13/2014 10:20
41.375759,2.1492467,06/13/2014 10:49
41.3595803,2.128153,06/13/2014 11:05
41.3597016,2.1301246,06/13/2014 11:19
41.3584596,2.1287013,06/13/2014 11:35
41.3770986,2.1511513,06/13/2014 12:34
41.3770756,2.1511459,06/13/2014 12:50
41.3785839,2.1469164,06/13/2014 13:19
41.3787379,2.1457797,06/13/2014 13:34
41.3811994,2.1456368,06/13/2014 15:19
41.3792181,2.146305,06/13/2014 15:49
41.3787336,2.1457829,06/13/2014 18:19
41.3787454,2.1457938,06/13/2014 19:19
41.3787391,2.1457754,06/13/2014 19:34
41.3787238,2.145765,06/13/2014 19:46
41.3787318,2.1457802,06/13/2014 20:00
41.3787302,2.1457727,06/13/2014 21:00
41.3787498,2.1458038,06/13/2014 21:20
41.3787253,2.1457857,06/13/2014 21:34
41.3762233,2.1579707,06/13/2014 22:04
41.3801437,2.1753238,06/13/2014 22:18
41.3800231,2.1749981,06/13/2014 22:34
41.3804585,2.1739552,06/13/2014 22:48
41.38014,2.175175,06/13/2014 23:04
41.3792585,2.1762182,06/13/2014 23:19
41.3799512,2.1752521,06/14/2014 00:04
41.3799254,2.1752641,06/14/2014 01:03
41.3788719,2.1764294,06/14/2014 02:34
41.3760198,2.1507807,06/14/2014 02:49
41.3811028,2.1502163,06/14/2014 03:04
41.3787467,2.1457913,06/14/2014 03:19
41.3787542,2.1458112,06/14/2014 05:33
41.3787443,2.1457882,06/14/2014 06:19
41.3787408,2.1457857,06/14/2014 06:34
41.3787481,2.145824,06/14/2014 09:48
41.3787364,2.1457863,06/14/2014 10:03
41.3787367,2.1458172,06/14/2014 10:23
41.3787262,2.1457926,06/14/2014 10:37
41.378765,2.1458135,06/14/2014 11:22
41.3787565,2.1458018,06/14/2014 11:36
41.3787553,2.1457975,06/14/2014 12:36
41.3787438,2.1457942,06/14/2014 13:06
41.3787292,2.1457595,06/14/2014 13:52
41.378749,2.1457774,06/14/2014 14:08
41.3787507,2.1458195,06/14/2014 17:36
41.3787834,2.1458103,06/14/2014 18:22
41.3787599,2.1458104,06/14/2014 19:36
41.3787684,2.1458071,06/14/2014 20:36
41.3759626,2.1578368,06/15/2014 09:52
41.3860216,2.167912,06/15/2014 10:06
41.3860456,2.1678629,06/15/2014 10:23
41.3865813,2.1674455,06/15/2014 10:52
41.3865715,2.1674594,06/15/2014 11:22
41.3864137,2.1675266,06/15/2014 12:08
41.3862523,2.1676649,06/15/2014 12:22
41.3866699,2.1797933,06/15/2014 13:22
41.3866419,2.1798485,06/15/2014 14:07
41.3866866,2.1800732,06/15/2014 14:36
41.3838555,2.1816792,06/15/2014 14:51
41.3890875,2.1836115,06/15/2014 15:06
41.3890349,2.1839691,06/15/2014 15:38
41.3889013,2.1837389,06/15/2014 16:36
41.3892639,2.1842033,06/15/2014 16:52
41.389218,2.1841564,06/15/2014 17:07
41.3891388,2.1835767,06/15/2014 17:21
41.3908766,2.1812876,06/15/2014 17:38
41.3930509,2.1818037,06/15/2014 17:51
41.3913517,2.1799007,06/15/2014 18:07
41.3865484,2.1674871,06/15/2014 18:36
41.3821195,2.1666471,06/15/2014 18:52
41.3863704,2.1675872,06/15/2014 19:06
41.3863581,2.1676275,06/15/2014 19:23
41.3860028,2.1678723,06/15/2014 19:37
41.3887137,2.16381034,06/15/2014 20:09
41.3936493,2.1601163,06/15/2014 20:23
41.385875,2.1676817,06/15/2014 21:52
41.3863952,2.1675921,06/15/2014 22:07
41.3860254,2.1678958,06/15/2014 22:22
41.3859953,2.1678076,06/15/2014 23:08
41.386006,2.1678766,06/16/2014 00:07
41.3862908,2.1676772,06/16/2014 01:07
41.3860317,2.1678312,06/16/2014 01:53
41.3860004,2.1678974,06/16/2014 02:37
41.3859976,2.1678351,06/16/2014 02:52
41.386254,2.1676855,06/16/2014 03:52
41.3860743,2.1678261,06/16/2014 04:37
41.3863567,2.1675897,06/16/2014 05:07
41.3860104,2.1678664,06/16/2014 05:38
41.3863965,2.1675851,06/16/2014 06:08
41.3863902,2.1675479,06/16/2014 06:22
41.3860062,2.1678587,06/16/2014 06:37
41.3859933,2.1678633,06/16/2014 06:52
41.3863782,2.1675434,06/16/2014 07:07
41.3869784,2.1681822,06/16/2014 07:22
41.3859831,2.1677807,06/16/2014 07:37
41.3865576,2.1674182,06/16/2014 07:52
41.3861198,2.1677902,06/16/2014 08:22
41.3862752,2.1676836,06/16/2014 08:37
41.3861019,2.1678045,06/16/2014 08:52
41.3862769,2.1676855,06/16/2014 09:08
41.3864628,2.1675437,06/16/2014 09:22
41.3863274,2.1675963,06/16/2014 09:37
41.3863087,2.1676396,06/16/2014 10:07
41.3860716,2.1678442,06/16/2014 10:37
41.3864438,2.1675452,06/16/2014 10:52
41.3860371,2.1678666,06/16/2014 11:52
41.3862944,2.1676565,06/16/2014 12:08
41.3856626,2.1729526,06/16/2014 12:37
41.385704,2.1730741,06/16/2014 13:07
41.3854073,2.1731957,06/16/2014 13:22
41.3839928,2.1711246,06/16/2014 13:38
41.38206,2.1715554,06/16/2014 13:52
41.3860446,2.1678702,06/16/2014 14:22
41.3864195,2.1675376,06/16/2014 15:07
41.3864099,2.1675898,06/16/2014 15:37
41.3859915,2.167856,06/16/2014 16:07
41.3865633,2.1674579,06/16/2014 16:22
41.4117404,2.1501468,06/16/2014 17:07
41.4088214,2.1530521,06/16/2014 18:07
41.4087045,2.1521359,06/16/2014 18:37
41.4088497,2.1539744,06/16/2014 18:52
41.3778305,2.1668823,06/16/2014 19:07
41.3718303,2.151209,06/16/2014 19:22
41.3761687,2.157001,06/16/2014 20:07
41.3696825,2.1532646,06/16/2014 20:22
41.3720215,2.151667,06/16/2014 20:37
41.3791315,2.1546313,06/16/2014 20:52
41.3791135,2.1605179,06/16/2014 21:07
41.3812939,2.1574744,06/16/2014 22:52
41.3763793,2.1508768,06/16/2014 23:07
41.3838652,2.1608127,06/16/2014 23:22
41.386536,2.1674569,06/16/2014 23:37
41.3865458,2.1674625,06/16/2014 23:52
41.3859026,2.1677732,06/17/2014 00:07
41.3862122,2.1681476,06/17/2014 00:22
41.3802327,2.1746935,06/17/2014 00:37
41.3802277,2.1747013,06/17/2014 00:52
41.3802364,2.1746844,06/17/2014 01:22
41.3802362,2.1746824,06/17/2014 01:37
41.3837832,2.171219,06/17/2014 02:22
41.3859875,2.1678736,06/17/2014 02:37
41.3860368,2.1678615,06/17/2014 02:52
41.385947,2.1678117,06/17/2014 03:07
41.3859799,2.1678858,06/17/2014 04:22
41.3860111,2.167874,06/17/2014 04:37
41.3860213,2.1678698,06/17/2014 04:52
41.3859812,2.1678656,06/17/2014 05:22
41.3861134,2.1678387,06/17/2014 06:07
41.3860313,2.1678107,06/17/2014 06:22
41.385959,2.1678418,06/17/2014 06:37
41.3860013,2.1678423,06/17/2014 07:07
41.3860103,2.1678007,06/17/2014 07:22
41.3865154,2.1675281,06/17/2014 07:37
41.3823971,2.1662152,06/17/2014 07:52
41.3859668,2.167801,06/17/2014 08:07
41.3823582,2.1660526,06/17/2014 08:22
41.3860496,2.1677936,06/17/2014 08:37
41.3865407,2.1674402,06/17/2014 09:07
41.3865458,2.1674573,06/17/2014 09:22
41.3860451,2.1678653,06/17/2014 09:37
41.3863417,2.1675554,06/17/2014 09:52
41.3862653,2.1677254,06/17/2014 10:22
41.3862601,2.167705,06/17/2014 10:37
41.3858601,2.1678882,06/17/2014 10:52
41.3777365,2.1913935,06/17/2014 13:37
41.3771351,2.1905134,06/17/2014 14:07
41.3736929,2.1902022,06/17/2014 15:22
41.3778458,2.1916134,06/17/2014 16:07
41.3736307,2.1901345,06/17/2014 16:22
41.3783014,2.1874433,06/17/2014 16:37
41.3863527,2.1756612,06/17/2014 16:52
41.3862361,2.1676899,06/17/2014 17:07
41.3860533,2.1678349,06/17/2014 17:22
41.386233,2.167725,06/17/2014 17:37
41.3860541,2.1678512,06/17/2014 17:52
41.3865505,2.1674287,06/17/2014 18:21
41.3865218,2.1674329,06/17/2014 18:36
41.3865449,2.1674368,06/17/2014 19:07
41.3865468,2.1674327,06/17/2014 19:21
41.3888287,2.1693721,06/17/2014 19:36
41.3865164,2.167445,06/17/2014 19:51
41.3865278,2.1674467,06/17/2014 20:36
